MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYDatasetID[5],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYDocumentLocation,MYPublication[0],MYPublication[1],MYSeparatedFrom,MYPreservation[0],MYPreservation[1],MYLanguage,MYDNASampleLocation,MYGathering[0][MYLeg][0],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYHabitatDescription],MYGathering[0][MYNotes],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYDateVerbatim],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYSamplingMethod],MYGathering[0][MYLocalityDescription],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYLifeStage],MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYMacroscopy],MYGathering[0][MYUnit][0][MYMeasurement][MYBodyMillimeters][0],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor],MYGathering[0][MYUnit][0][MYIdentification][0][MYDet],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeStatus],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeSpecies],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeAuthor],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypifDate],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeVerification],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypeBasionymePubl],MYGathering[0][MYUnit][0][MYTypeSpecimen][0][MYTypePubl]
utu:ZMUT,5594,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1967,GX.1989,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T2-150713,Pinned,,english,,"Hopkins, Tapani",29.06.2015,13.07.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Shaded forest with understory trees blocking the light. The trap is next to a large fallen tree trunk (Diospyros abyssinica 65cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
By fallen tree, not very far from K15-20, has some Lahorrea(?). Figs on ground. The spot seems very good for a trap: the path comes to the tree and is cut off by it, so flying insects will go straight in to the trap. But walking animals have made a new (narrower) track going round the spot.",,0.584306,30.364402,Wgs84,Gps,1470.584473,,Uganda,Kabarole district,29.06.2015 13:00 - 13.07.2015 10:53,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5595,2022-07-24T22:05:42+0300,HR.1648,GX.1930,GX.1931,GX.1967,GX.1989,GX.1998,,Ok,,Ok,172/20/BOX3,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K15T2-150420,Pinned,,english,,"Hopkins, Tapani",06.04.2015,20.04.2015,"Medium altitude moist evergreen forest, disturbed forest (40% basal area logged 1968-1969). 

Trap site description:
Shaded forest with understory trees blocking the light. The trap is next to a large fallen tree trunk (Diospyros abyssinica 65cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
By fallen tree, not very far from K15-20, has some Lahorrea(?). Figs on ground. The spot seems very good for a trap: the path comes to the tree and is cut off by it, so flying insects will go straight in to the trap. But walking animals have made a new (narrower) track going round the spot.",,0.584306,30.364402,Wgs84,Gps,1470.584473,,Uganda,Kabarole district,06.04.2015 11:00 - 20.04.2015 11:00,Fort Portal,Kibale National Park,Malaise,"Site K15, Malaise trap K15T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5596,2022-07-24T22:04:49+0300,HR.1648,GX.1930,GX.1931,GX.1971,GX.1990,GX.1998,,Ok,,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T2-150907,Pinned,,english,,"Hopkins, Tapani",27.08.2015,07.09.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Swamp surrounded by disturbed forest. Extremely dense spiny vegetation, mainly Acanthus sp., and virtually no trees. Waterlogged throughout the year (though little visible water, mainly clinging mud).

Original trap site description (verbatim as written in Uganda 2014): 
K13 swamp / river, near K13-15 trap site. Trap spans a ‘passage’ lined by tall (3-4m) undergrowth, we slashed a tiny bit of vegetation to clear this passage but left most of it standing since seems to attract ichnos. Lots of elephant tracks, ichneumonid caught (A274). Also description from reearch diary: Passage with walls of tall 3m undergrowth (e.g. Acanthus), the passage has lower vegetation. A tree branch stretches to the passage. Ichneumonid caught here.",,0.595484,30.360468,Wgs84,Gps,1461.991333,,Uganda,Kabarole district,27.08.2015 09:12 - 07.09.2015 09:50,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",,,,,,,
utu:ZMUT,5597,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1972,GX.1990,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T3-150713,Pinned,,english,,"Hopkins, Tapani",29.06.2015,13.07.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Disturbed forest with dense but low stature vegetation. The trap is in a clearer area in the shade of a tree (Olea capensis 140.5cm diameter)

Original trap site description (verbatim as written in Uganda 2014): 
Trap near K13-03. Clearer vegetation under an Olea tree which gives shade. Not as much undergrowth around the tree as in the surroundings. The trap is ca 2 metres from tree, between two smaller trees. There is a rotting stump near the Olea tree.",,0.592748,30.361554,Wgs84,Gps,1491.765869,,Uganda,Kabarole district,29.06.2015 10:29 - 13.07.2015 09:44,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5598,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1971,GX.1990,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K13T2-150713,Pinned,,english,,"Hopkins, Tapani",29.06.2015,13.07.2015,"Medium altitude moist evergreen forest, disturbed forest (50% basal area logged 1968-1969 and arboricides sprayed). 

Trap site description:
Swamp surrounded by disturbed forest. Extremely dense spiny vegetation, mainly Acanthus sp., and virtually no trees. Waterlogged throughout the year (though little visible water, mainly clinging mud).

Original trap site description (verbatim as written in Uganda 2014): 
K13 swamp / river, near K13-15 trap site. Trap spans a ‘passage’ lined by tall (3-4m) undergrowth, we slashed a tiny bit of vegetation to clear this passage but left most of it standing since seems to attract ichnos. Lots of elephant tracks, ichneumonid caught (A274). Also description from reearch diary: Passage with walls of tall 3m undergrowth (e.g. Acanthus), the passage has lower vegetation. A tree branch stretches to the passage. Ichneumonid caught here.",,0.595484,30.360468,Wgs84,Gps,1461.991333,,Uganda,Kabarole district,29.06.2015 10:52 - 13.07.2015 10:12,Fort Portal,Kibale National Park,Malaise,"Site K13, Malaise trap K13T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5599,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150324,Pinned,,english,,"Hopkins, Tapani",10.03.2015,24.03.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,10.03.2015 11:30 - 24.03.2015 11:30,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5600,2022-07-24T22:05:42+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX3,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,30.06.2015 11:07 - 14.07.2015 11:41,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa overlaeti,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5601,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-150129,Pinned,,english,,"Hopkins, Tapani",14.01.2015,29.01.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,14.01.2015 11:11 - 29.01.2015 10:11,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5602,2022-07-24T22:07:38+0300,HR.1648,GX.1930,GX.1931,GX.1951,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T2-150224,Pinned,,english,,"Hopkins, Tapani",10.02.2015,24.02.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest. Trap was next to a large tree (Aningeria altissima 285cm diameter, not Parinari as originally identified).

Original trap site description (verbatim as written in Uganda 2014): 
Near K30-14, on slope. There is a trail (of sorts, now probably unused) which passes next to a very large Parinari tree - the trap is on this trail next to the tree so anything flying along this passage will have the trap ahead, the tree to one side and some foliage / undergrowth to the other. Also a Strambosi (?) tree nearby.",,0.556624,30.363305,Wgs84,Gps,1487.849976,,Uganda,Kabarole district,10.02.2015 11:23 - 24.02.2015 11:23,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T2, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5603,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-141229,Pinned,,english,,"Hopkins, Tapani",15.12.2014,29.12.2014,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,15.12.2014 15:39 - 29.12.2014 11:30,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5605,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1952,GX.1984,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.K30T3-150617,Pinned,,english,,"Hopkins, Tapani",02.06.2015,17.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Closed canopy forest, higher elevation and subsequently drier. 

Original trap site description (verbatim as written in Uganda 2014): 
At top of hill, or just below the top where a 1 metre ledge forms a natural passage. Red mud seems to have shifted to a slightly more 'soily' texture + rocks. Nearby vegetation includes a very painfully stinging climber. Not very close to old trap sites.",,0.559002,30.36168,Wgs84,Gps,1544.696533,,Uganda,Kabarole district,02.06.2015 11:11 - 17.06.2015 12:44,Fort Portal,Kibale National Park,Malaise,"Site K30, Malaise trap K30T3, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5606,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-150618,Pinned,,english,,"Hopkins, Tapani",04.06.2015,18.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,04.06.2015 11:37 - 18.06.2015 11:33,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5607,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1960,GX.1987,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.HILLT1-150618,Pinned,,english,,"Hopkins, Tapani",04.06.2015,18.06.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Primary forest at higher elevation. Drier than the lower elevation forest. Rocks, gravel and red clay underfoot.

Original trap site description (verbatim as written in Uganda 2014): 
K30 hill top. This and trap HILLT2 were originally going to go by CC and K30S respectively, but those had no hill tops findable. Fallen tree with lots of branches and even leaves, quite a tangle. The insects seem to fly along the tree's trunk, so the trap is near the base of the trunk touching it and cutting their path. Gravelly and rocky soil, so much so it was hard to get pegs in. A Rhyssinae was caught here the previous week, when landed on one of the nearby fallen branches / trees (A267).",,0.548582,30.361364,Wgs84,Gps,1517.241577,,Uganda,Kabarole district,04.06.2015 11:37 - 18.06.2015 11:33,Fort Portal,Kibale National Park,Malaise,"Site HILL, Malaise trap HILLT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5608,2022-07-24T22:07:44+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX8,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa uelensis,"Benoit, 1951","Hopkins, Tapani",,,,,,,
utu:ZMUT,5609,2022-07-24T22:04:49+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX1,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa quagga,"Hopkins et al., 2019","Hopkins, Tapani",,,,,,,
utu:ZMUT,5610,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,antenna segments: 33; T1: 2.7,14.1,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5611,2022-07-24T22:07:39+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX7,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,M,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
utu:ZMUT,5612,2022-07-24T22:07:33+0300,HR.1648,GX.1930,GX.1931,GX.1957,GX.1986,GX.1998,,Ok,,Ok,172/20/BOX5,https://doi.org/10.1098/rsos.190913,https://doi.org/10.3897/zookeys.878.37845,http://mus.utu.fi/ZMUT.CCT1-150714,Pinned,,english,,"Hopkins, Tapani",30.06.2015,14.07.2015,"Medium altitude moist evergreen forest, primary forest with minimal disturbance (2-3 trees / km2 logged before 1970). 

Trap site description:
Tall closed canopy primary forest on a mild slope towards the river. Red clay underfoot. Fallen trees allowed some light to reach the forest floor, resulting in a lush undergrowth around the trap and large amounts of decaying wood. The trap was next to a large fallen tree (Fagara macrophylla 48cm diameter).

Original trap site description (verbatim as written in Uganda 2014): 
Trap by large fallen tree trunk (quite solid wood), CC slopes. Fairly closed canopy except round trap where fallen tree has opened the canopy a bit.Trap spans a passage in the undergrowth which crosses the trunk, and is touching the trunk at one end, Quite a few insects were flying along this route. This is also waypoint 187: CC slope. Lots of tall trees of varying kinds, but also fallen trunks and a surprising amount of light reaching the ground. As a result, also lots of saplings and undergrowth - some of the plants I haven’t seen elsewhere. Some insects flying, and there was also a kääpä (bracket fungus?) with flies landing and mating. Photos taken of the site and of the flies, plus a video of the flies.",,0.549693,30.367301,Wgs84,Gps,1454.192017,,Uganda,Kabarole district,30.06.2015 08:55 - 14.07.2015 09:35,Fort Portal,Kibale National Park,Malaise,"Site CC, Malaise trap CCT1, Kanyawara",Uganda 2014-2015,PreservedSpecimen,Adult,F,,1,,,species,Epirhyssa ghesquierei,"Seyrig, 1937","Hopkins, Tapani",,,,,,,
